Event	ID	Name			Wwise Object Path	Notes
	325099330	Play_AttackLight			\PlayerCombat\Melee\Play_AttackLight	
	635850072	Play_Execution_A			\PlayerCombat\Melee\Execution\Play_Execution_A	
	635850074	Play_Execution_C			\PlayerCombat\Melee\Execution\Play_Execution_C	
	635850075	Play_Execution_B			\PlayerCombat\Melee\Execution\Play_Execution_B	
	1237304139	Play_Exhausted			\PlayerCombat\Melee\GravitusMeleeVO\Play_Exhausted	
	1471594133	Play_SwingLight1			\PlayerCombat\Melee\SwingLight\Play_SwingLight1	
	1471594134	Play_SwingLight2			\PlayerCombat\Melee\SwingLight\Play_SwingLight2	
	1471594135	Play_SwingLight3			\PlayerCombat\Melee\SwingLight\Play_SwingLight3	
	2123312499	Play_HeavyGrunt			\PlayerCombat\Melee\GravitusMeleeVO\Play_HeavyGrunt	
	2391757467	Play_AttackHeavy			\PlayerCombat\Melee\Play_AttackHeavy	
	2807767344	Play_SwingLaunch3			\PlayerCombat\Melee\SwingLaunch\Play_SwingLaunch3	
	2807767345	Play_SwingLaunch2			\PlayerCombat\Melee\SwingLaunch\Play_SwingLaunch2	
	2807767346	Play_SwingLaunch1			\PlayerCombat\Melee\SwingLaunch\Play_SwingLaunch1	
	3039779601	Play_Injured			\PlayerCombat\Melee\GravitusMeleeVO\Play_Injured	
	3535846313	Play_HeavyGruntConfirm			\PlayerCombat\Melee\GravitusMeleeVO\Play_HeavyGruntConfirm	
	3825402580	Play_LightGrunt			\PlayerCombat\Melee\GravitusMeleeVO\Play_LightGrunt	
	4288382764	Play_LightGruntConfirm			\PlayerCombat\Melee\GravitusMeleeVO\Play_LightGruntConfirm	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	297914475	Heavy Grunt Confirm 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt Confirm 3\-030_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt Confirm\Heavy Grunt Confirm 3		184324
	300463064	Light Grunt 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt 3\-003_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt\Light Grunt 3		190828
	331192909	Injured 2	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Injured 2\-033_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Injured\Injured 2		125160
	354513204	Light Grunt Confirm 5	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 5\-020_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 5		109024
	370828724	Swing Launcher 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-020_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeSwings\Swing Launch\Swing Launcher 3		282812
	371232847	Swing Launcher 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-018_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeSwings\Swing Launch\Swing Launcher 1		371548
	399922565	Light Grunt Confirm 10	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 10\-025_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 10		123368
	468433077	Execution C	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-014_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\Executions\Execution C		763240
	496318734	Injured 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Injured 1\-032_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Injured\Injured 1		220784
	501008095	Heavy Grunt 4	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt 4\-012_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt\Heavy Grunt 4		221956
	509653819	Light Attack 5	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-005_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 5		191776
	515560203	Light Grunt Confirm 12	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 12\-027_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 12		105932
	519462166	Injured 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Injured 3\-034_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Injured\Injured 3		253032
	541125425	Light Grunt Confirm 8	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 8\-023_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 8		101848
	580143778	Light Attack 2	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-002_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 2		193952
	590327095	Light Grunt Confirm 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 1\-016_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 1		176112
	599883154	Swing Light 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-015_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeSwings\Swing Light\Swing Light 1		192576
	600279479	Heavy Grunt 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt 3\-011_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt\Heavy Grunt 3		199552
	645591439	Light Attack 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-003_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 3		190828
	649911513	Light Attack 7	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-007_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 7		187896
	650838910	Light Grunt 4	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt 4\-004_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt\Light Grunt 4		188844
	668944030	Heavy Grunt 7	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt 7\-015_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt\Heavy Grunt 7		184012
	692734259	Heavy Attack 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-011_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Heavy Attack\Heavy Attack 3		199552
	713226411	Light Attack 4	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-004_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 4		188844
	725957601	Heavy Grunt Confirm 4	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt Confirm 4\-031_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt Confirm\Heavy Grunt Confirm 4		192548
	727571780	Heavy Grunt Confirm 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt Confirm 1\-028_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt Confirm\Heavy Grunt Confirm 1		145216
	738589518	Execution A	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-012_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\Executions\Execution A		780832
	755616884	Light Grunt Confirm 6	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 6\-021_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 6		121448
	782041682	Light Grunt 6	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt 6\-006_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt\Light Grunt 6		192740
	791601451	Heavy Grunt 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt 1\-009_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt\Heavy Grunt 1		380864
	798823340	Execution B	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-013_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\Executions\Execution B		750928
	824335812	Heavy Grunt 6	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Heavy Grunt 6\-014_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Heavy Grunt\Heavy Grunt 6		140988
	862919543	Light Grunt 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt 1\-001_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt\Light Grunt 1		189980
	973359529	Light Grunt Confirm 9	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 9\-024_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 9		60552
	989473865	Swing Light 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-017_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeSwings\Swing Light\Swing Light 3		165504
	999222285	Injured 5	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Injured 5\-036_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Injured\Injured 5		107900
	1014988109	Light Attack 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-001_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 1		189980
	1052887449	Swing Launcher 2	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-019_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeSwings\Swing Launch\Swing Launcher 2		385084
	1061860930	Light Attack 6	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\-006_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus Melee Attacks\MeleeMixer\MeleeAttacks\Light Attack\Light Attack 6		192740
	1064872668	Light Grunt Confirm 7	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 7\-022_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 7		142276
	1065619600	Light Grunt Confirm 11	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt Confirm 11\-026_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt Confirm\Light Grunt Confirm 11		99552
	1071147731	Light Grunt 2	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Light Grunt 2\-002_10C4C929.wem		\Actor-Mixer Hierarchy\EmberPoint - New Sounds\Gravitus\Gravitus VO\GravitusMeleeMixer\Light Grunt\Light Grunt 2		193952

